Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
BNIP1	"Nip1, SEC20"	ENSG00000113734	"BCL2 interacting protein 1"	Q12981	5	173144442-173164387	"Predicted intracellular proteins, Predicted membrane proteins"	"Apoptosis, ER-Golgi transport, Host-virus interaction, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oocytes: 82.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA008009, HPA008149"	Supported		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 40: Non-specific - Transcription"	"Cluster 45: Non-specific - Mixed function"	"Cluster 22: Non-specific - mRNA splicing & Cell cycle"	"Cluster 44: Oocytes - Unknown function"	72	"Endoplasmic reticulum"		"HPA008009: AB_1078291, HPA008149: AB_2667993"	"unprognostic (7.01e-3)"	"unprognostic (4.11e-2)"	"unprognostic (2.68e-3)"	"unprognostic (2.31e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.14e-3)"	"unprognostic (3.29e-1)"	"unprognostic (2.24e-1)"	"unprognostic (1.85e-2)"	"unprognostic (4.95e-3)"	"unprognostic (3.60e-1)"	"unprognostic (3.32e-1)"	"unprognostic (1.28e-2)"	"unprognostic (7.72e-4)"	"unprognostic (7.36e-3)"	"unprognostic (2.06e-2)"	"unprognostic (2.28e-1)"	"unprognostic (5.11e-2)"	"unprognostic (1.69e-1)"	"unprognostic (2.64e-1)"	"unprognostic (1.47e-2)"	"unprognostic (9.86e-2)"	"unprognostic (3.13e-1)"	"unprognostic (2.27e-1)"	"unprognostic (1.90e-1)"	"unprognostic (9.92e-3)"	"unprognostic (7.05e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.64e-1)"	"unprognostic (2.29e-2)"	"unprognostic (8.01e-2)"
CALR	"cC1qR, CRT, FLJ26680, RO, SSA"	ENSG00000179218	Calreticulin	P27797	19	12938578-12944489	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"		Chaperone	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Extravillous trophoblasts: 1893.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB001513, HPA002242, CAB019952, CAB079775, CAB080301"	Enhanced		Supported	"Endoplasmic reticulum"	"Intracellular and membrane"	Other	NA	NA		170000000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 21: Non-specific - Metabolism"	"Cluster 63: Non-specific - Protein processing"	"Cluster 77: Plasma cells - Protein processing"	121	"Endoplasmic reticulum"		"CAB001513: , CAB019952: AB_2069792, CAB079775: AB_303403, CAB080301: , HPA002242: AB_1078384"	"unprognostic (1.99e-2)"	"unprognostic (4.86e-2)"	"unprognostic (3.59e-2)"	"unprognostic (6.79e-4)"	"unprognostic (3.08e-2)"	"unprognostic (1.18e-1)"	"unprognostic (8.75e-2)"	"unprognostic (7.91e-3)"	"unprognostic (9.28e-2)"	"unprognostic (7.26e-3)"	"unprognostic (2.09e-4)"	"unprognostic (4.53e-4)"	"unprognostic (9.97e-3)"	"unprognostic (2.51e-2)"	"unprognostic (5.11e-3)"	"unprognostic (1.72e-1)"	"unprognostic (1.17e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.17e-1)"	"unprognostic (2.04e-3)"	"unprognostic (2.45e-1)"	"unprognostic (3.90e-2)"	"unprognostic (4.72e-2)"	"unprognostic (6.80e-2)"	"unprognostic (9.37e-2)"	"unprognostic (2.26e-1)"	"unprognostic (4.56e-2)"	"unprognostic (8.55e-2)"	"unprognostic (2.07e-1)"	"unprognostic (1.52e-1)"	"unprognostic (7.72e-2)"
CCR10	GPR2	ENSG00000184451	"C-C motif chemokine receptor 10"	P46092	17	42678889-42683917	"Cancer-related genes, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 19.7"	"Cell type enriched"	"Detected in many"	6	"Plasma cells: 99.2"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"plasmacytoid DC: 24.7;T-reg: 72.6"	"Group enriched"	"Detected in many"	8	"dendritic cells: 24.7;T-cells: 72.6"	"Cancer enriched"	"Detected in many"	4	"Myeloma: 42.2"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB011684, HPA048007, HPA069188"	Uncertain		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 66: Non-specific - Transcription"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 77: Plasma cells - Protein processing"	2	"Endoplasmic reticulum"		"CAB011684: AB_731502, HPA048007: AB_2680232, HPA069188: AB_2686100"	"unprognostic (2.10e-2)"		"unprognostic (4.49e-2)"	"unprognostic (6.79e-2)"		"unprognostic (2.53e-2)"	"unprognostic (2.18e-2)"				"unprognostic (1.61e-4)"	"unprognostic (3.77e-1)"	"unprognostic (7.10e-3)"			"unprognostic (4.11e-1)"				"unprognostic (1.70e-1)"		"unprognostic (1.83e-3)"				"unprognostic (1.00e-1)"	"unprognostic (2.16e-1)"	"unprognostic (1.22e-1)"			"unprognostic (3.07e-2)"
CD1D		ENSG00000158473	"CD1d molecule"	P15813	1	158178030-158186427	"Cancer-related genes, CD markers, Predicted membrane proteins"	"Immunity, Innate immunity"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"intestine: 17.7;liver: 15.0;lymphoid tissue: 23.4"	"Cell type enhanced"	"Detected in some"		"B-cells: 20.3;Hofbauer cells: 30.4;Kupffer cells: 50.2;Macrophages: 33.8;monocytes: 13.2"	"Group enriched"	"Detected in some"	6	"central nervous system macrophage: 2.0;leukocyte: 4.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	6	"classical monocyte: 139.1;intermediate monocyte: 63.8;myeloid DC: 139.4"	"Group enriched"	"Detected in many"	8	"dendritic cells: 139.4;monocytes: 139.1"	"Cancer enhanced"	"Detected in some"		"Leukemia: 3.3;lymphoma: 2.1"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB016107, HPA072662"	Enhanced		Supported	"Endoplasmic reticulum"			NA	NA		600000	"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 8: Immune cells - Immune response"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 29: Monocytes - Innate immune response"		"Endoplasmic reticulum"		"CAB016107: AB_626960, HPA072662: AB_2686545"			"unprognostic (1.37e-3)"			"unprognostic (2.35e-1)"					"unprognostic (1.62e-2)"	"unprognostic (5.56e-2)"	"unprognostic (5.07e-2)"	"unprognostic (4.18e-1)"	"unprognostic (3.00e-3)"	"unprognostic (1.06e-4)"	"unprognostic (2.58e-1)"		"unprognostic (2.48e-2)"			"unprognostic (3.18e-2)"				"unprognostic (3.44e-1)"			"unprognostic (8.33e-2)"	"unprognostic (1.28e-2)"	
CEMIP	"HYBID, IR2155535, KIAA1199, TMEM2L"	ENSG00000103888	"Cell migration inducing hyaluronidase 1"	Q8WUJ3	15	80779343-80951776	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Glycosidase, Hydrolase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"endometrium 1: 30.9"	"Group enriched"	"Detected in some"	8	"Excitatory neurons: 60.5;Inhibitory neurons: 38.7;Mesothelial cells: 67.7;Microglial cells: 96.6"	"Cell type enriched"	"Detected in all"	18	"fibroblast: 5459.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"Gastric cancer: 60.2"	"Pituitary gland - Fibroblasts, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA079449			Supported	"Nuclear membrane,Nucleoli fibrillar center,Endoplasmic reticulum"	"Secreted in other tissues"	Enzyme	NA	NA		2400000		"Cluster 59: Fallopian tube - Tissue development"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"	2	"Nucleoli fibrillar center"	"Nuclear membrane, Endoplasmic reticulum"	"HPA079449: "	"unprognostic (1.80e-1)"	"unprognostic (6.55e-3)"		"unprognostic (4.05e-2)"	"unprognostic (1.61e-1)"	"unprognostic (3.67e-2)"	"unprognostic (1.96e-3)"	"unprognostic (1.64e-3)"	"unprognostic (4.69e-2)"	"unprognostic (6.19e-3)"	"unprognostic (7.22e-5)"	"unprognostic (1.42e-1)"		"unprognostic (1.76e-1)"		"unprognostic (1.64e-3)"	"unprognostic (2.98e-2)"	"unprognostic (1.19e-2)"	"unprognostic (1.75e-2)"	"unprognostic (1.72e-1)"	"unprognostic (9.18e-2)"	"unprognostic (3.11e-2)"	"unprognostic (3.04e-2)"	"unprognostic (2.64e-2)"	"unprognostic (2.59e-1)"	"unprognostic (3.67e-1)"	"unprognostic (5.47e-2)"	"unprognostic (3.88e-2)"	"unprognostic (4.66e-2)"	"unprognostic (4.88e-2)"	"unprognostic (2.35e-2)"
CERS2	"FLJ10243, LASS2, SP260"	ENSG00000143418	"Ceramide synthase 2"	Q96G23	1	150960583-150975003	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Lipid biosynthesis, Lipid metabolism"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 709.3"	"Cell type enhanced"	"Detected in all"		"Hepatocytes: 167.6"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 90.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Heart muscle - Macrophages, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA027262, HPA078737"	Approved		Supported	"Nuclear membrane,Endoplasmic reticulum"			NA	NA		26000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 30: White matter - Myelination"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 62: Hepatocytes - Metabolism"	44	"Nuclear membrane, Endoplasmic reticulum"		"HPA027262: AB_1852717, HPA078737: "	"unprognostic (2.19e-1)"	"unprognostic (4.09e-2)"		"unprognostic (1.32e-2)"	"unprognostic (3.29e-1)"	"unprognostic (5.77e-2)"	"unprognostic (7.36e-2)"	"unprognostic (1.69e-2)"	"unprognostic (4.35e-3)"	"unprognostic (3.21e-2)"	"unprognostic (3.21e-2)"	"unprognostic (8.90e-2)"	"unprognostic (8.02e-2)"	"unprognostic (1.87e-2)"		"unprognostic (5.18e-2)"	"unprognostic (1.07e-1)"	"unprognostic (2.14e-1)"	"unprognostic (3.51e-1)"	"unprognostic (6.22e-2)"	"unprognostic (2.17e-1)"	"unprognostic (9.71e-2)"	"unprognostic (1.02e-2)"	"unprognostic (3.12e-1)"	"unprognostic (3.63e-3)"	"unprognostic (1.70e-1)"	"unprognostic (2.38e-1)"	"unprognostic (1.45e-1)"	"unprognostic (1.96e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.45e-1)"
CES1	"CEH, CES1A1, CES1A2, CES2, HMSE, HMSE1, SES1"	ENSG00000198848	"Carboxylesterase 1"	P23141	16	55802851-55833337	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	9	"liver: 2440.5"	"Group enriched"	"Detected in many"	4	"Cholangiocytes: 635.3;Hepatocytes: 1750.3"	"Cell type enhanced"	"Detected in single"		"fibroblast: 1.5"	"Group enriched"	"Detected in many"	9	"Liver Hepatocellular Carcinoma (TCGA): 1296.4;Lung Squamous Cell Carcinoma (TCGA): 403.1"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	16	"classical monocyte: 109.7;myeloid DC: 114.5"	"Group enriched"	"Detected in many"	22	"dendritic cells: 114.5;monocytes: 109.7"	"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 389.4;liver cancer: 290.7"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes, Skin - Fibroblast_2"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA012023, HPA046717"	Enhanced		Supported	"Endoplasmic reticulum"	"Intracellular and membrane"	Enzyme	No	NA		35000000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 83: Liver - Metabolism"	"Cluster 8: Immune cells - Immune response"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"		"Endoplasmic reticulum"		"HPA012023: AB_1846554, HPA046717: AB_2679770"	"unprognostic (8.95e-2)"	"unprognostic (1.91e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.66e-2)"	"unprognostic (1.97e-1)"	"unprognostic (4.65e-2)"			"unprognostic (2.84e-3)"	"unprognostic (6.10e-3)"	"unprognostic (6.94e-3)"	"unprognostic (3.33e-3)"	"unprognostic (4.40e-2)"	"unprognostic (6.43e-2)"	"unprognostic (4.51e-2)"	"unprognostic (2.80e-1)"	"unprognostic (9.67e-3)"	"unprognostic (2.87e-1)"	"unprognostic (1.44e-1)"	"unprognostic (3.20e-2)"	"unprognostic (3.50e-3)"	"unprognostic (2.32e-1)"	"unprognostic (1.97e-1)"	"unprognostic (1.59e-1)"	"unprognostic (2.05e-1)"	"unprognostic (7.53e-2)"	"unprognostic (1.14e-1)"	"unprognostic (6.41e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.20e-2)"	"unprognostic (1.79e-1)"
CES2	"CE-2, CES2A1, iCE"	ENSG00000172831	"Carboxylesterase 2"	O00748	16	66934444-66945096	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"intestine: 683.3;liver: 335.1"	"Group enriched"	"Detected in all"	4	"Distal enterocytes: 862.9;Proximal enterocytes: 2605.1"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Liver Hepatocellular Carcinoma (TCGA): 227.2"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells"	"Not detected"	"Not detected"							"HPA018897, HPA074629"	Enhanced		Approved	"Endoplasmic reticulum,Golgi apparatus,Cytosol"	"Intracellular and membrane"	Enzyme	NA	NA		5600000	"Cluster 33: Non-specific - ATP binding"	"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	6	"Golgi apparatus"	"Endoplasmic reticulum, Cytosol"	"HPA018897: AB_1846558, HPA074629: "	"unprognostic (2.06e-1)"	"unprognostic (3.62e-2)"	"unprognostic (2.76e-1)"	"unprognostic (6.00e-2)"	"unprognostic (2.53e-1)"	"unprognostic (3.47e-2)"	"unprognostic (7.75e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.92e-1)"	"unprognostic (7.83e-3)"	"unprognostic (1.68e-7)"	"unprognostic (8.63e-3)"	"unprognostic (8.53e-3)"	"unprognostic (6.95e-2)"	"unprognostic (9.08e-6)"	"unprognostic (1.35e-1)"	"unprognostic (1.62e-2)"	"unprognostic (1.56e-2)"	"unprognostic (2.69e-2)"	"unprognostic (2.15e-1)"	"unprognostic (1.80e-2)"	"unprognostic (4.30e-3)"	"unprognostic (4.95e-3)"	"unprognostic (8.04e-2)"	"unprognostic (1.53e-1)"	"unprognostic (2.31e-2)"	"unprognostic (1.14e-1)"	"unprognostic (8.09e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.96e-2)"	"unprognostic (4.61e-3)"
CISD2	"ERIS, Miner1, NAF-1, WFS2, ZCD2"	ENSG00000145354	"CDGSH iron sulfur domain 2"	Q8N5K1	4	102868974-102892807	"Disease related genes, Human disease related genes, Predicted membrane proteins"	Autophagy		"Deafness, Diabetes mellitus"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 44.9"	"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA015914	Approved		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 77: Plasma cells - Protein processing"	85	"Endoplasmic reticulum"		"HPA015914: AB_1846794"	"unprognostic (3.14e-1)"	"unprognostic (3.09e-2)"	"unprognostic (3.14e-1)"	"unprognostic (1.81e-2)"	"unprognostic (1.87e-1)"	"unprognostic (8.45e-2)"	"unprognostic (1.50e-3)"	"unprognostic (6.58e-2)"	"unprognostic (7.34e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.31e-7)"	"unprognostic (6.14e-2)"	"unprognostic (2.23e-1)"	"unprognostic (1.96e-1)"	"unprognostic (1.14e-1)"	"unprognostic (9.71e-3)"	"unprognostic (4.79e-2)"	"unprognostic (9.16e-3)"	"unprognostic (1.23e-1)"	"unprognostic (3.37e-2)"	"unprognostic (6.42e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.32e-1)"	"unprognostic (8.05e-2)"	"unprognostic (5.64e-3)"	"unprognostic (3.34e-1)"	"unprognostic (2.61e-2)"	"unprognostic (1.40e-2)"		"unprognostic (6.25e-2)"	"unprognostic (1.71e-1)"
CKAP4	"CLIMP-63, ERGIC-63, P63"	ENSG00000136026	"Cytoskeleton associated protein 4"	Q07065	12	106237881-106304279	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Intestinal goblet cells: 171.2;Plasma cells: 168.5"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 107.4"	"Lineage enriched"	"Detected in many"	6	"granulocytes: 107.4"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000278, HPA000792, HPA001753"	Enhanced		Supported	"Nuclear speckles,Endoplasmic reticulum,Mitochondria"			NA	NA		160000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 21: Non-specific - Metabolism"	"Cluster 63: Non-specific - Protein processing"	"Cluster 77: Plasma cells - Protein processing"	113	"Endoplasmic reticulum"	"Nuclear speckles, Mitochondria"	"HPA000278: AB_1078527, HPA000792: AB_1078526, HPA001753: "	"unprognostic (2.28e-1)"	"unprognostic (2.11e-2)"	"unprognostic (1.19e-1)"	"unprognostic (6.06e-3)"	"unprognostic (3.29e-1)"	"unprognostic (1.37e-2)"	"unprognostic (2.26e-2)"	"unprognostic (9.92e-3)"	"unprognostic (1.77e-2)"	"unprognostic (2.24e-1)"	"unprognostic (1.75e-9)"	"unprognostic (1.55e-5)"	"unprognostic (4.59e-2)"	"unprognostic (4.33e-4)"	"unprognostic (1.36e-4)"	"unprognostic (1.57e-4)"	"unprognostic (9.48e-3)"	"unprognostic (1.68e-1)"	"unprognostic (3.05e-1)"	"unprognostic (3.04e-1)"	"unprognostic (3.76e-2)"	"unprognostic (3.71e-1)"	"unprognostic (2.09e-2)"	"unprognostic (1.06e-1)"	"unprognostic (5.97e-3)"	"unprognostic (3.02e-2)"	"unprognostic (8.10e-3)"	"unprognostic (2.61e-3)"	"unprognostic (2.17e-1)"	"unprognostic (1.15e-3)"	"unprognostic (9.56e-2)"
